,base_notes,brand,gender,heart_notes,olfactory_family,perfume_name,top_notes
1396,"ambroxol,white musks,woody notes",Chloé,women,"jasmine,rose,lily-of-the-valley,sage",floral,Eau De Fleur De Capucine,"juniper berry,bergamot,lemon,galbanum,neroli"
1397,"moss,patchouli,vetiver",Courrèges,unisex,"absinth,lily of the valley,mint",green,Eau De Courrèges,"bergamot,lime,petitgrain"
1398,"rosemary,tonka bean,cedar",Guerlain,unisex,lavender,fresh,Eau De Cologne Impériale,"bergamot,neroli,orange,lemon,lemon vervain"
1399,vetiver,Cartier,unisex,licorice,aromatic,Eau De Cartier Vetiver Bleu,mint
1400,"woody notes,musky notes",Cartier,women,"rose,floral notes",floral,Eau De Cartier Goutte De Rose,"fruity notes,citrusy notes,green notes"
1401,"cedar,patchouli,white musks",Cartier,unisex,"fruity notes,violet petal,floral notes",citrus,Eau De Cartier Essence D’Orange,"bergamot,orange"
1402,"ambergris,patchouli,tonkin musk",Cartier,unisex,"violet blossom,lavender,oud,violet leaves",woody,Eau De Cartier Essence De Bois,"bergamot,yuzu"
1403,"vanilla,white musks,amber",Cartier,unisex,"violet leaves,floral notes",oriental,Eau De Cartier Eau De Parfum,"lavender,bergamot"
1404,"patchouli,blond amber,blue cedar",Cartier,women,"lavender,coriander,violet leaves",citrus,Eau De Cartier Concentrée,leafy note
1405,"cedar,amber",Cartier,unisex,"violet blossom,violet leaves",woody,Eau De Cartier 'Cartier D'Été',yuzu
1406,"ambergris,patchouli,white musks",Cartier,unisex,"violet blossom,lavender,violet leaves",citrus,Eau De Cartier,"bergamot,yuzu"
1407,"musk,peru balsam,praliné,tonka bean,vanilla",Coppeneur,unisex,"jasmine,sandalwood,chocolate",gourmand,Eau De Cacao,rum
1408,"tuberose,heliotrope,ambrette",Issey Miyake,women,"peony,lotus,white freesia",floral,Eau D'Issey Soothing Night Eau,"angelica,cornflower water,rose water"
1409,"ambergris,vetiver",Issey Miyake,men,"sage,cardamom seed",citrus,Eau D'Eté 2011 L'Eau D'Issey Pour Homme,"mandarin,yuzu"
1410,"osmanthus,precious wood",Issey Miyake,women,"carnation,peony",floral,Eau D'Eté 2011 L'Eau D'Issey,"pear,rose water"
1411,"ambergris,vetiver,woody notes",Issey Miyake,men,"sage,cardamom seed,aromatic notes",citrus,Eau D'Eté 2010 L'Eau D'Issey Pour Homme (Issey Miyake),"mandarin,yuzu,citrus,fresh notes"
1412,"osmanthus,woody notes",Issey Miyake,women,"carnation,rose,pear,rose water",floral,Eau D'Eté 2010 L'Eau D'Issey (Issey Miyake),"peony,fresh notes"
1413,"vetiver,amber,iodine note",Issey Miyake,men,"sage,cardamom seed",oriental,Eau D'Eté 2008 L'Eau D'Issey Pour Homme,"mandarin,yuzu"
1414,precious wood,Issey Miyake,women,"carnation,peony",floral,Eau D'Eté 2008 L'Eau D'Issey,"osmanthus,pear,rose water"
1415,"white musks,saffron",Issey Miyake,men,"rosemary,cinnamon,nutmeg,coriander",citrus,Eau D'Eté 2007 L'Eau D'Issey Pour Homme,"petitgrain,green leaves,fresh notes"
1416,"violet blossom,tuberose,woody notes",Issey Miyake,women,"lily-of-the-valley,freesia,peony,blackcurrant,neroli",floral,Eau D'Eté 2007 L'Eau D'Issey,"rose water,green leaves"
1417,"white musks,saffron",Issey Miyake,men,"rosemary,cinnamon,nutmeg,coriander",citrus,Eau D'Eté 2006 L'Eau D'Issey Pour Homme,"citrus,green leaves"
1418,"tuberose,osmanthus,white musks,wood",Issey Miyake,women,"lily-of-the-valley,honeysuckle,peony",floral,Eau D'Eté 2006 L'Eau D'Issey,"cyclamen,freesia,mint water,rose water"
1419,"white musks,saffron",Issey Miyake,men,"rosemary,cinnamon,nutmeg,coriander",citrus,Eau D'Eté 2005 L'Eau D'Issey Pour Homme,"petitgrain,green leaves"
1420,"tuberose,old wood",Issey Miyake,women,"lily-of-the-valley,peony,parma violet",floral,Eau D'Eté 2005 L'Eau D'Issey,"freesia,blackcurrant,rose water,crushed leaves,neroli"
1421,"vetiver,cardamom,sage",Armani,men,"ginger,patchouli",spicy,Eau D'Arômes,"bergamot,tangerine"
1422,"patchouli,white musks,amber",Fresh,women,"rose,peony,oliban",oriental,"Eat, Pray, Love","elemi,rose-bay,juniper berry"
1423,"white musk,blond woods",Zarkoperfume,unisex,"green notes,green tea,ozonic notes",synthetic,E'L,"pomegranate,white blossoms"
1424,"violet,amber,musk",Al Haramain,women,"jasmine,orchid,lily of the valley",fruity,Détour Rouge,"pomelo,green notes"
1425,"patchouli,sandalwood,guaiac wood,vanilla,musk",Al Haramain,men,"violet,jasmine,geranium,cardamom",floral,Détour Noir,"bergamot,lavender,green apple,tangerine,pepper"
1426,"sandalwood,tonka bean,amber",Cartier,women,"violet blossom,jasmine,freesia",floral,Délices,"rose-bay,cherry,bergamot"
1427,"sandalwood,woody notes",Cartier,men,"rose,nutmeg,aromatic notes",woody,Déclaration D’Un Soir,"pepper,cumin,spicy notes,citrusy notes"
1428,"vetiver,atlas cedar,dry notes",Cartier,men,"hedione,ginger,coriander,cardamom seed",citrus,Déclaration Cologne,"bergamot,mandarin,orange,spicy notes"
1429,"amber,cedar,oakmoss,vetiver,tea,leather",Cartier,men,"juniper,cardamom,pepper,cinnamon,ginger,jasmine,iris root",floral,Déclaration,"bergamot,birch,coriander,tangerine,artemisia,cumin,neroli,bitter orange"
1430,"amber,sandalwood",Adidas,men,"apple,tonka beans",fruity,Dynamic Pulse Edition 2022,"tangerine,mint"
1431,"tobacco,cedar,tonka beans",SANTINI Cosmetic,men,"pepper,lavender,sage",citrus,Durmiere,"tangerine,citrus fruit,bergamot,neroli"
1432,vanilla,DIOR,women,peony,oriental,Dune,tangerine
1433,"patchouli,oakmoss absolute",Houbigant,men,"lavender,rosemary,cumin,nutmeg,geranium",chypre,Duc De Vervins,"bergamot,lemon"
1434,"peru balsam,vanilla,white musks,sacrasol",Frédéric Malle,unisex,"jasmine,patchouli,sandalwood,ionones",oriental,Dries Van Noten,"cloves,nutmeg,bergamot,lemon,saffron"
1435,"leather,sandalwood,patchouli,amber,fir,moss,vetiver,resin,pine,cedar",Guy Laroche,men,"jasmine,juniper,cinnamon,carnation,coriander,artemisia",aromatic,Drakkar Noir,"lemon verbena,basil,lavender,artemisia,rosemary,mint,lemon,bergamot"
1436,"moss,patchouli,amber,vanilla,caramel,suede",Bond No. 9,unisex,"cedar,jasmine,cinnamon",oriental,Downtown Bleecker Street,"violet leaves,blueberry,cassis,thyme"
1437,"vanilla,tonkin musk,driftwood",Marc Jacobs,women,"orange blossom,jasmine,coconut water",floral,Dot,"honeysuckle,red bay,dragon fruit"
1438,"patchouli,sandalwood,suede,amber",Donna Karan,women,"jasmine,rose,casablanca lily",floral,Donna Karan,"ylang ylang,cassie,apricot"
1439,cedar,DIOR,women,cinnamon,oriental,Dolce Vita,magnolia
1440,"wood,sandalwood,musk",Dolce & Gabbana,women,"jasmine,orange blossom,salt",fruity,Dolce Shine,"mango,grapefruit,quince"
1441,"musk,sandalwood,white woods",Dolce & Gabbana,women,"rose,may rose,white peach,magnolia",fruity,Dolce Rose,"red currant,green apple,mandarin orange blossom"
1442,"ambroxan,patchouli,mirabelle plum",Dolce & Gabbana,women,"bulgarian rose,peony,freesia",fruity,Dolce Peony,"pink pepper,bergamot,nashi,cyclamen"
1443,"sandalwood,soft cashmere,musk infusion",Dolce & Gabbana,women,"daffodil,amarylis,water lily",floral,Dolce Floral Drops Eau De Toilette,"neroli,papaya"
1444,"patchouli,cashmere wood,sandalwood,vetiver,cedar,labdanum,vanilla,guaiac wood",Bois 1920,unisex,"plum,nagarmotha (cypriol),thyme,cardamom",aromatic,Dolce Di Giorno,"bergamot,cinnamon,pepper"
1445,"cedar,tonka bean,tobacco",Dolce & Gabbana,men,"sage,pepper,lavander note",aromatic,Dolce & Gabbana Pour Homme (2012),"bergamot,mandarin,neroli"
1446,"sandalwood,white musks,marshmallow",Dolce & Gabbana,women,"orange blossom,tuberose",oriental,Dolce & Gabbana Pour Femme Intense,"mandarin,neroli"
1447,"heliotrope,vanilla,sandalwood,marshmallow",Dolce & Gabbana,women,"orange blossom,jasmine",oriental,Dolce & Gabbana Pour Femme (2012),"raspberry,neroli,green mandarin"
1448,"cedar,sandalwood,white musks,tonka bean",Dolce & Gabbana,men,"geranium,cinnamon,pepper,coriander",aromatic,Dolce & Gabbana Classique,"clary sage,lavender,tarragon,lemon"
1449,"cashmeran,white musks,spicy notes,pale woods",Dolce & Gabbana,women,"daffodil,lotus,amarylis",floral,Dolce,"flowery notes,neroli,papaya"
1450,"ambergris,atlas cedar,tonkin musk",Donna Karan,women,"freesia,crepe suzette accord",floral,Dkny Sweet Delicious Collection,"bergamot,lemon cream"
1451,white birch,Donna Karan,women,"daffodil,tomato leaves,water lily,coral orchid,red thyme",floral,Dkny Summer,"red currant,mandarin,black currant,vodka"
1452,"ambergris,vanilla,patchouli,white musks",Donna Karan,women,"jasmine,freesia,iris",chypre,Dkny My Ny,"raspberry,galbanum,pink peppercorn"
1453,"cedar,patchouli,sandalwood,vetiver,iris",Donna Karan,men,"jasmine,lavender,cardamom seed,violet leaves",aromatic,Dkny Men,"clary sage,juniper berry,bergamot,mandarin,rain note"
1454,"vanilla,patchouli",Donna Karan,women,"violet blossom,jasmine",floral,Dkny Hearts The World,apple
1455,"orchid,vanilla,sandalwood,teak,white musks",Donna Karan,women,"orange blossom,rose,lily",floral,Dkny Golden Delicious,"lily-of-the-valley,apple,mirabelle plum"
1456,coca cola,Donna Karan,women,"raspberry,floral notes",floral,Dkny Delicious Candy Apples,green apple
1457,"cedar,oakmoss",Donna Karan,women,"gardenia,acacia",floral,Dkny City For Women,"grapefruit,citrus,white currant"
1458,"sage,vetiver,mahogany",Donna Karan,men,"violet blossom,lily-of-the-valley",woody,Dkny City For Men,"coriander,pomelo"
1459,"apple,dark wood,coffee wood",Donna Karan,men,"apple,coffee absolute,pomarose",woody,Dkny Be Delicious Men,"citrus,green apple,coffee beans"
1460,"smooth skin accord,blond wood,apple blossom",Donna Karan,women,"jasmine,rose,lily-of-the-valley",floral,Dkny Be Delicious Fresh Blossom,"apricot,grapefruit,blackcurrant"
1461,"sandalwood,white amber,white wood",Donna Karan,women,"violet blossom,rose,tuberose,lily-of-the-valley",chypre,Dkny Be Delicious,"magnolia,cucumber,apple,grapefruit"
1462,white birch,Donna Karan,women,"daffodil,water lily",floral,Dkny,"orange,citrus,tomato leaves"
1463,"leather,patchouli",Dior,women,jasmine,chypre,Diorling,bergamot
1464,egyptian jasmine absolute,Dior,women,lily of the valley,floral,Diorissimo,mayotte ylang-ylang
1465,patchouli,DIOR,women,cinnamon,floral,Dioressence,egyptian geranium
1466,"vetiver,oakmoss",Dior,women,"honeysuckle,peach",chypre,Diorella,"basil,bergamot,lemon"
1467,"almond,white musks",Dior,women,"honeysuckle,peony",floral,Dior Star,"bergamot,mandarin,petitgrain"
1468,"cherry,crystal musk",Dior,women,"peony,rosa canina",floral,"Dior Me, Dior Me Not","peony,fresh notes"
1469,"sandalwood,vetiver,atlas cedar",Dior,men,"ginger,iris",citrus,Dior Homme Sport (2012),"rosemary,bergamot,grapefruit,citron"
1470,"frankincense,wood,amber",DIOR,men,"elemi,pink pepper",citrus,Dior Homme Sport,"italian lemon,calabrian bergamot"
1471,"cedar,patchouli,vetiver,leather",Dior,men,"ambergris,cocoa,ambrette seeds,iris concrète",oriental,Dior Homme Intense,"bergamot,lavander note"
1472,"cedar,amber",Dior,men,iris,woody,Dior Homme Eau For Men,"coriander,bergamot,grapefruit"
1473,white musks,Dior,men,grapefruit blossom,citrus,Dior Homme Cologne (2013),"bergamot,grapefruit blossom"
1474,"vetiver,leathery note",Dior,men,iris,woody,Dior Homme Cologne,"orange blossom,bergamot,mandarin"
1475,"cashmeran,vetiver roots",Dior,men,patchouli,woody,Dior Homme,atlas cedar
1476,"cedar,white musks",Dior,women,jasmine,floral,Dior Addict Eau Sensuelle,"rose absolute,rose essence"
1477,"white musks,woody notes",Dior,women,"lily-of-the-valley,freesia,pomegranate,lotus flower",floral,Dior Addict Eau Fraîche,"bergamot,grapefruit"
1478,"white musks,sweet notes",Dior,women,"jasmine,ylang ylang",floral,Dior Addict Eau Délice,"cranberry,fruity notes"
1479,"cedar,sandalwood,white musks",Dior,women,"lily-of-the-valley,lotus,watermelon,pineapple,grenadine",floral,Dior Addict 2,"freesia,bergamot,orange,grapefruit"
1480,sandalwood,DIOR,women,jasmine sambac absolute,oriental,Dior Addict,sicilian mandarin
1481,"musk,amber",Kelsey Berwin,men,"cedar,patchouli,jasmine",spicy,Dinar,"bergamot,pineapple"
1482,"woody notes,moss,musk",Lostmarc'h,unisex,"peach,peony",citrus,Din Dan,"lemon,orange,mint,vervain"
1483,"amber,vetiver,musk",Sospiro,unisex,"guaiac wood,cedar",floral,Diapason,"bulgarian rose,geranium"
1484,"amber,benzoin,cedar,musk,sandalwood,vanilla",Elizabeth Taylor,women,"heliotrope,jasmine,spices,orchid,ylang-ylang",oriental,Diamonds And Rubies,"peach,lily,almonds,rose,lilac"
1485,"coconut,cedar wood,sandalwood,vanilla",Thalia Sodi,women,"freesia,magnolia,lily of the valley,macarons",fruity,Diamond Petals,"cassis,guave,grapefruit,tangerine"
1486,"clove,cumin,nutmeg,patchouli,oakmoss,vetiver,cedar,guaiac wood,sandalwood,benzoin,vanilla,peruvian balm,iris root,styrax,labdanum,leather,ambrette,amber,musk",Roja Parfums,unisex,"jasmine,rose de mai,currant buds,heliotrope,peach,violet,ylang-ylang,tuberose",aromatic,Diaghilev,"bergamot,orange,lime,lemon,tarragon"
1487,"vetiver,musk,sandalwood,benzoin",Eisenberg,women,"violet,iris,jasmine,cedar,heliotrope",oriental,Diabolique,"cardamom,tangerine–orange aroma"
1488,"wood,musk",Rasasi,unisex,"raspberry,caramel",oriental,Dhan Al Oudh Al Nokhba,spices
1489,"vanilla,musk",Dunhill,men,"teak wood,patchouli,rose",oriental,Desire Red,"bergamot,lemon,neroli,apple"
1490,"musk,vanilla,oakmoss,ambergris",Dunhill,men,"jasmine,rose,birch,patchouli",citrus,Desire Gold,"citrus fruit,apple,black currant,pineapple"
1491,balm,Al Haramain,unisex,floral notes,oriental,Desert,fruity notes
1492,"woody notes,white musk,vetiver",Parfums De Marly,women,"turkish rose,peony,floral notes,water notes",fruity,Delina La Rosée,"litchi,pear,bergamot"
1493,"cashmeran,haitian vetiver,cedar,incense",Parfums De Marly,women,"turkish rose,peony,petalia,vanilla,musk",floral,Delina,"bergamot,rhubarb,litchi,nutmeg"
1494,"myrrh,patchouli,vetiver,oliban,amber",Donna Karan,women,"jasmine,orchid,iris",oriental,Delicious Night,"freesia,ginger,blackberry,pomelo,martini"
1495,"amber,white musk",Montale,women,"oud,rose",floral,Deep Roses,"mandarin orange,peony"
1496,"woody notes,amber,vanilla,vetiver,white musk",Mancera,unisex,"orange blossom,violet,patchouli,rose",floral,Deep Forest,"leather,incense,clove,agar wood,bergamot,orange"
1497,"vetiver,liquid amber,papyrus",Marc Jacobs,women,"florentine iris,bulgarian rose,jasmine sambac",woody,Decadence,"plum,iris,saffron"
1498,"blond woods,tonka bean,moss",D.S. & Durga,unisex,"fig,coconut milk,iris",green,Debaser,"bergamot,leaf green,pear stem"
1499,"sandalwood,vanilla,white musk",Lalique,women,"blackberry,pear,black currant leaves",oriental,De Lalique,"jasmine,rose,clove flower,orris"
1500,"vanilla,cedar,sandalwood,white musks",Estée Lauder,women,"jasmine,rose,lily-of-the-valley,orchid",floral,Dazziling Silver,"ozone,apple,aldehyde notes,green notes"
1501,"sandalwood,white musks,amber",Estée Lauder,women,"jasmine,rose,lily-of-the-valley,freesia",floral,Dazziling Gold,"rosewood,apple,red currant,green notes"
1502,"amber,sandalwood,patchouli,guaiac wood,amber,tonka beans",Parfums De Marly,men,"rose,cinnamon,bamboo,lavender,african orange blossom,rosemary",oriental,Darley,"mint,bergamot,lemon"
1503,"vanilla,amber",Montale,unisex,"leather,oud,sandalwood,patchouli",spicy,Dark Vanilla,spices
1504,"sandalwood,musk,benzoin",Bruno Banani,women,"rose,orange blossom,cedar",floral,Daring Woman,"bergamot,peach,green apple"
1505,"heliotropine,patchouli,sandalwood,white musks",Frédéric Malle,women,peony,floral,Dans Tes Bras,"jasmine,cloves,bergamot"
1506,"clove,patchouli,sandalwood,musk,tonka beans,vanilla,iris root",Roja Parfums,women,"jasmine,peach,rose de mai,violet,ylang-ylang,gardenia",oriental,Danger,"bergamot,lemon,tangerine"
1507,"musk,sandalwood,vanilla",Salvador Dali,women,"jasmine,lily,rose",fruity,Dalissime,"peach,raspberry,apricot"
1508,"amber,benzoin,cedar,myrrh,musk,sandalwood,vanilla",Salvador Dali,women,"jasmine,lily of the valley,orange tree blossom,lily,daffodil,rose,tuberose,orris root,mimosa",oriental,Dali,"basil,bergamot,tangerine,fruity notes,green notes,aldehydes,incense,clove"
1509,"drift-wood,cashmere musk",Marc Jacobs,women,daisies,floral,Daisy Love,mulberry
1510,"creamy wood,musks",Marc Jacobs,women,"jasmine,magnolia,violet flower",floral,Daisy Eau So Fresh Edition Sorbet,"lotus,mandarin,apple blossom"
1511,"virginia cedar,musk,plum",Marc Jacobs,women,"violet,apple tree blossom,rose,jasmine,litchi",fruity,Daisy Eau So Fresh,"pear,raspberry,green notes,grapefruit"
1512,"woody notes,musk,coconut",Marc Jacobs,women,"wisteria,jasmine,litchi",fruity,Daisy Dream,"pear,blackberry"
1513,"white musks,white wood,vanilla infusion",Marc Jacobs,women,"violet blossom,jasmine,gardenia",floral,Daisy,"grapefruit,violet leaves,white strawberry"
1514,musk,Givenchy,women,"jasmine sambac,rose",floral,Dahlia Divin Eau Initiale,magnolia
1515,"white musks,woody notes",Dolce & Gabbana,men,"cardamom seed,iris,birch leaf",woody,D&G 6 - L'Amoureux,"rose-bay,juniper berry,bergamot"
1516,"sandalwood,citron,white musks",Dolce & Gabbana,women,"jasmine,cyclamen,watermelon",floral,D&G 3 - L'Impératrice,"rose-bay,kiwifruit,rhubarb"
1517,"tonka bean,woody notes,gingerbread",Dolce & Gabbana,men,"cardamom seed,juniper berry,cognac",oriental,D&G 21 - Le Fou,"violet blossom,coriander,bergamot"
1518,"sandalwood,iris,white musks,leather",Dolce & Gabbana,women,"rose,tuberose,lily",chypre,D&G 18 - La Lune,"apple,bergamot,green accord"
1519,"patchouli,white musks,oriental notes",Dolce & Gabbana,women,"rose,iris,hibiscus",oriental,D&G 14 – La Tempérance,"rose-bay,ambrette seeds"
1520,"vanilla,sandalwood,cumin,woody notes",Dolce & Gabbana,men,"heliotrope,cypress,nutmeg",oriental,D&G 11 - La Force,"cinnamon,pimento - jamaica pepper,cardamom seed"
1521,"benzoin,vanilla,patchouli,iris",Dolce & Gabbana,women,"jasmine,tuberose,gardenia",oriental,D&G 10 - La Roue De La Fortune,"rose-bay,pineapple,green notes"
1522,"vetiver,oliban,white cedar",Dolce & Gabbana,men,"coriander,aquatic accord",aromatic,D&G 1- Le Bateleur,"cardamom seed,juniper berry,birch leaf"
1523,"vetiver,teak,white musks,fig wood",Dolce & Gabbana,men,"clary sage,thyme,basil,peppermint",woody,D & G Masculine,"bergamot,kumquat,lemon tree leaves"
1524,"vanilla,sandalwood,cashmeran,white musks",Dolce & Gabbana,women,"lily,heliotrope",floral,D & G Feminine,"mimosa,cyclamen,mandarin,water lily"
1525,"birch tar,cedarwood,tobacco,frankincense,labdanum",Beaufort,unisex,"leather,suede,paper,vanilla,lavender,woods",smoky,Cœur De Noir,"ginger,ink,rum,pepper,bergamot,lemon"
1526,"sandalwood,cedar",Avon,women,"peony,freesia,magnolia,lily of the valley,jasmine",fruity,Célèbre Limited Edition Design,"cyclamen,fruity notes,pepper"
1527,"vetiver,elemi,tonka bean",Atelier Cologne,unisex,"juniper berry,basil,mint",citrus,Cédrat Enivrant,"bergamot,citron,lime"
1528,"white amber,papyrus,haitian vetiver",Atelier Cologne,women,"atlas cedar,apricot,egyptian jasmine",citrus,Cèdre Atlas Cologne Absolue,"lemon,blackcurrant,sicilian bergamot"
1529,papyrus,Atelier Cologne,unisex,italian lemon,citrus,Cèdre Atlas,cedar wood
1530,"benzoin,tobacco,frankincense",100BON,unisex,"white cedar,iris root",oriental,Cèdre & Iris Soyeux,"neroli,sweet orange"
1531,"vanilla,white musks",Lancôme,women,"jasmine,laurel",floral,Cyclades,"bergamot,neroli"
1532,"cedar,violet,amber,iris,mahogany,musk,sandalwood",Liz Claiborne,women,"cassis,freesia,lily of the valley,lotus,magnolia,peony,rose",fruity,Curve,"bergamot,peach,tangerine,apricot,blackberry,orange,ylang-ylang"
